DRD2_rs1800497,SLC6A4_rs25531,COMT_rs4680,MAOA_rs6323,HTR2A_rs6313,DRD2_methyl,SLC6A4_methyl,COMT_methyl,MAOA_methyl,HTR2A_methyl,Drug_Exposure_Years,Addiction_Susceptibility_Score,Serotonin_Level,Dopamine_Level
0,0,1,2,2,33.82675059944984,36.90530217609166,4.491129899561585,75.87153211639207,11.864376574158031,15,0.23449947767409374,96.60729924671712,91.26243135586137
0,1,1,1,1,92.80836403260497,12.102500048519305,76.1007923495392,59.71553059903019,93.374942300147,13,0.749379016724156,127.17344034680582,46.87103018080387
0,0,2,1,0,22.461561184385193,41.89477901874754,37.17240664023432,65.41327370278736,68.38664518353433,15,0.917840883093553,178.52530245847646,80.97400098290235
2,1,1,1,2,37.21670238375133,75.11780478084181,39.245818622948,88.91279239400099,53.15721526867312,6,0.10802895749157926,120.03171486846566,71.00986107911127
1,1,0,0,2,43.2076882944196,7.100766453325546,75.42649733470228,57.88067545119405,3.2659060784495875,8,0.23263663838677495,103.95797928654045,52.01083721975472
0,0,1,2,1,43.940498969445215,8.018001408190345,91.84264321454087,63.239132432838744,47.55961918220083,3,0.7502607940873155,130.4233079379104,30.820889777803625
0,0,1,2,2,61.29395824945255,35.47712918359842,95.09285945025483,15.647671600360058,40.774810500273226,10,0.27450667350707825,157.60441295545502,86.042143982609
0,0,0,1,1,94.30758377447076,94.1725711618925,57.712258603832076,47.39212201161027,16.121881197512256,1,0.6246639742837168,116.5345018247754,112.27820991182392
2,2,0,0,1,24.069271183250496,66.85726467229141,35.71211593005028,71.6397111958099,65.6409603500657,11,0.08116422446371452,190.83154627134095,57.15328009725684
2,0,2,0,1,12.150137630091805,67.86699566725648,78.75490858587793,27.09426983163654,97.11509073682858,11,0.4522024791035387,94.2418736063513,45.81681958760152
1,1,2,2,1,19.747048985993732,36.1919990837865,25.100138326230027,20.22541805245349,56.218881106452514,3,0.7390914219929531,121.31954092536806,136.4451293336354
2,0,0,0,0,88.69249002092695,59.36607912085384,56.40740288335178,31.382680822441557,71.47532764439458,17,0.6865139430432525,163.5391489012162,63.002972698535736
0,2,0,0,1,64.5810812655206,1.0131184027743378,35.85784615248732,24.150062799283344,6.845045256601678,6,0.8150721006758068,153.36816357436373,56.833514375119776
1,0,2,1,2,28.590678923916013,63.60960464095422,65.66310737078761,21.491263703639586,41.76669958169947,0,0.8774521266031688,179.54615786257344,132.8516327531899
0,2,1,0,0,81.59469389686173,91.32869475762368,24.03989128935069,42.48508428680869,11.635848516449588,12,0.7731835012587582,199.52137710216633,128.05285190001135
0,2,0,1,2,86.1369996363436,61.25734683448192,19.159294573482576,90.78385138835341,61.27958355365104,5,0.671587742938926,114.02874931926344,83.80157646295604
2,0,2,2,0,84.6514338690278,87.3698593466345,91.8239086675437,50.705964673871826,93.84821582141547,5,0.03172249181603115,66.67263196749678,88.70866337133293
1,1,1,0,1,91.89265336395545,72.39730554660937,10.18036829495369,18.792038081532304,66.17777324716386,11,0.534966673409444,54.5623821211952,56.12984458008263
2,2,0,2,0,25.224102017336158,12.055841640369025,50.595790773493164,7.697166938087408,7.680304831442153,7,0.03769772491485279,159.03153592096572,39.3962004575469
2,0,1,2,0,75.50419287462783,90.24533072858418,22.085278296300892,69.61561451379252,35.466620498508284,18,0.8080678171160226,181.10205069630734,98.81181904267933
1,0,2,0,2,46.053949727414,6.644384435577488,3.892996332566745,38.279876443638784,55.066337944085156,4,0.3207245244599576,83.10688789166281,41.80139059082558
0,1,0,0,2,84.19985528900615,53.39674725477638,3.601881829142639,82.18309465853592,40.320775613325225,17,0.5624293741179209,73.7672055784859,83.91294563479798
0,2,1,2,1,72.84906771616131,14.213712379345766,17.522177210582733,65.95107686407702,83.36440104751723,4,0.2794453073189026,59.33076372885365,142.8596638215613
1,2,0,0,0,77.64474464997247,1.1706610730904066,86.67703545060003,79.62414505413685,81.46710047099891,9,0.7825001443802936,173.40543825758095,144.34012670047014
0,0,1,1,0,65.61618376810715,42.2034260127639,28.247874397702667,27.194603941844875,61.183102010322145,0,0.8865025266419025,96.70729098388765,58.719874385683035
1,0,2,1,0,17.742876946970686,29.504070765415623,95.04591705752958,69.2358922461058,37.345794513270526,9,0.39864249421306397,110.25453391396647,104.89361040547853
1,1,2,0,1,54.502691889693835,48.6000493797603,58.16222929891936,26.406198469371876,25.533637376324414,4,0.862922393510989,125.41252874144185,86.88915169294292
2,1,0,2,1,98.46697395245081,57.71998867345508,43.66141897687661,93.90684794502916,10.587431821312931,11,0.2670750074563324,175.9179851314326,135.0822153103327
1,2,1,0,1,93.73880664971189,4.373907230894735,58.00888346694546,63.63742815333744,35.4897683486554,6,0.5346609230755238,147.62498323422273,62.57170371312639
2,2,0,0,1,4.317373579701167,12.300329512374564,51.669838522626776,32.451180017534206,41.31725172077195,8,0.858761429838704,142.2596944786717,30.444288819890023
0,0,0,2,1,16.481481572943714,55.86423964504254,75.87762537573252,26.951186229227265,67.58229251040736,11,0.3258813426157904,76.3508149933866,49.50734471176981
0,2,1,2,2,13.172877345456191,34.316735317265824,28.249606597285226,19.09265850716435,65.81598242975734,0,0.9540422650780858,126.97848375647446,71.94273614032777
0,1,1,1,0,72.59799099852955,72.9173487549448,35.30503916003024,69.46409588937279,7.0108139641256955,10,0.12187950178138363,157.30715257679827,67.88653557245863
0,1,1,2,0,81.77853298569451,65.22916485919397,89.40943025332507,21.87156129979273,39.525931543115775,14,0.018275069723506232,195.98913245457376,124.96355029474631
2,0,2,1,0,21.35113663106719,84.56043629899068,94.64565131504055,59.53032659274891,18.177886721736193,1,0.9041353525781907,80.21094638200283,111.66727993666053
0,1,0,2,0,50.5852692951829,69.24928266692253,89.25582274864745,26.463502692535734,15.68127053168057,19,0.06864866614787224,51.431502960083996,65.94675835378767
1,1,0,0,0,84.07030280112,42.99310773901481,41.94479939573136,66.19689447938686,82.73021497372459,6,0.9918891959474917,61.29521503977046,84.9292580599456
1,1,2,1,0,73.28015447662506,67.29666223944324,78.03655030068816,81.49397285405392,4.191521671625753,11,0.9513968619791061,106.3778697772969,41.46709247500023
1,1,1,1,0,54.223720549184826,27.538117425541852,47.63357333010988,77.80252431446532,41.91828759021213,17,0.13702091003632066,173.08169716189806,137.7775733784121
2,0,2,1,0,59.03476904587729,30.63134987782127,49.75398521461022,76.08513309307817,16.82036557665182,2,0.5375846256925658,51.071312265236756,142.25097893382411
0,0,2,0,2,50.83605469162799,78.89851599207933,20.468010905728395,18.772240569225207,87.9330215678474,6,0.18492029746714433,118.50958893287604,147.5764242457126
0,2,2,0,0,29.754845131882057,44.64195164015822,59.113030325851646,8.838494698451871,55.704051327503514,10,0.42815517303011985,99.38459230120918,134.22633969430052
0,1,0,0,2,56.50219928590161,79.83803405183525,18.613589775334795,69.89488284873856,23.1380636376848,17,0.06142512925983268,57.87225651495913,50.87530652354707
2,2,2,0,1,68.88853020500906,82.24223736682784,33.15646990671938,36.83472137943513,50.24272871663764,11,0.22392458779658952,117.5354430008926,35.54357798419546
1,0,0,0,0,87.33229158608077,85.75623376612837,85.50302016199352,43.23462264033473,73.14863597031159,5,0.36327279639889953,88.21230610050782,99.55160728952087
1,0,0,1,1,63.629135397924806,91.66352358412072,20.707580921085523,3.1149092793391064,95.81180089194338,4,0.4386475002460548,102.78272515205097,139.51260322597324
0,0,0,0,1,76.1121537043158,43.098522051329624,7.115828517343282,25.95764492750492,22.044600424541894,0,0.9774962582088932,155.84229571764394,51.28216339916914
1,0,1,1,1,16.0071634954573,31.886681832113883,6.90075926128163,3.3676403874464023,88.61817721293451,11,0.8078656456839812,128.23264758664507,30.845149754897022
1,0,0,0,2,46.15574744197899,58.21987465941139,94.07845205031079,87.91857726012476,93.43041141674902,10,0.7374099443119462,68.697114348922,126.65952552386932
2,0,0,2,1,0.9331619827093296,37.117242343762754,50.69204379618346,24.339668321853047,91.64205445320663,3,0.5370413147419743,194.21218106354587,39.215482114408076
2,0,1,1,1,24.667886452162303,60.1074166800233,40.941207181701834,55.73371695730081,63.54143568619099,17,0.8399977606043434,145.38661485646077,79.64472382920366
2,1,0,2,1,72.64617151130048,70.55858626438246,81.08785810079185,3.897932066113041,62.982065443470766,3,0.3393228356557111,164.88026384937973,111.4664804626542
2,2,2,1,0,99.18099513493634,68.84050184921368,83.5825927910516,66.6847391305658,40.32106331838228,16,0.7088991127733161,61.88197250125562,58.41571025474161
0,0,2,2,0,9.917809958721591,37.45528870201213,33.21910331156046,32.30273457540939,75.23978823037879,1,0.9937839753781721,57.05875691900283,40.0755076136072
2,1,0,0,2,40.14943158612883,16.68602016987528,69.36180574737952,89.79191869576658,53.12940183509319,1,0.3146289089351988,52.91720755521217,122.40254741469944
1,1,1,0,2,80.00709686991596,43.05293384622075,77.11228158518865,88.81181889340358,67.74380712282945,11,0.6740175348839673,78.31910416601667,105.62101018644498
0,2,2,0,0,20.403563462889885,14.259414408190874,65.46506868659546,32.529061836174776,42.84579038487954,5,0.8443148641523824,112.16125965777428,148.61885813841656
1,0,1,1,2,55.50849493022862,89.00970351838083,15.159507480009937,90.09608956904678,73.14964640431391,9,0.9158075833506722,190.37392001042343,71.31696399839512
1,2,1,2,0,73.30712960296748,34.58774607378574,87.5883083517057,99.61576734987788,82.4471517604549,15,0.7179326909401018,118.55894888986644,37.411486354823964
1,0,2,0,1,61.5985450260179,15.445974722332378,53.90945527360087,82.5415664123948,14.64362566028161,13,0.28360792341713625,93.5382658058794,118.12200424023548
2,1,1,2,1,18.802473461541613,2.5447759905750877,28.24724263700037,84.4871347755229,83.2929715574228,6,0.32628215156894647,134.2902880279495,92.60801026238948
2,1,2,2,2,35.538456868573945,64.58223862864843,42.52281854376939,24.90087361090899,54.029653179030724,18,0.02075803212396421,66.79018672021839,55.58447176669621
0,1,1,0,0,78.37917844853972,63.69023174547432,3.757109039890738,57.67023988577563,84.46659090902243,16,0.7608859776715097,141.4258836507475,123.80747868057112
0,1,2,0,0,55.42265141320166,34.060416658129164,12.786680122241755,6.725591396736785,43.13017063410146,8,0.042739606061951374,135.2647931495755,54.45065830199325
2,2,0,2,2,0.5229613542912737,7.171188884765101,76.55467505158609,9.491793682166971,37.904048538303506,12,0.8646523546027457,168.79895501085645,61.279398579952385
1,0,2,0,0,76.09907600280938,40.9628894895232,0.0011634755366141114,99.88926120332906,91.50607325172224,4,0.1186606144745388,198.00314174255362,41.103426524006295
0,0,2,0,1,3.531135494023907,31.12174950633936,41.65658284822922,32.663924942591095,25.11692675484013,4,0.17187651213592425,87.63102075741658,77.93187348370253
2,2,2,0,2,74.57337827312321,67.71206397350093,52.251018108558846,74.81839120488463,84.42123252861431,9,0.4765264708322373,126.4484676205641,80.27150687249028
2,0,2,1,2,20.24805601652374,60.57792494526903,5.4634420000972295,80.66650530268164,48.40205725094041,9,0.7378804151687424,186.32981094785055,91.7474148417958
2,1,1,2,0,95.80734801193802,36.459372819754,97.30781629723329,85.80232710072292,51.40954425512597,6,0.1390022051990777,167.7784826634262,115.0757120548533
1,0,0,2,2,36.79407513020845,21.78925542549901,22.612533124967193,99.76282974021565,30.8468281489484,14,0.44007107506649845,123.11094546512113,138.7321114416511
2,1,2,1,0,32.69316163380791,98.80359661555919,30.419871963628086,24.149648525686786,57.30422006190157,6,0.4828512744101048,191.80574744221667,46.52809186653704
2,2,1,2,0,14.888805033244468,45.40016211961149,30.39425122550273,4.035082685969971,32.52111962762113,14,0.21228564166859132,58.58550402752141,36.521771801838845
2,0,0,0,0,30.560421549021488,68.82742357802371,23.04166621173499,41.1191517994586,3.926941424165231,2,0.11555837668063174,189.6497929568876,32.22374803131999
2,2,0,2,0,87.66507618282006,14.055296757836079,0.1473822086311416,13.008066982894695,27.199860534435604,18,0.8364209229856395,57.576108857420984,47.23456536825795
0,0,0,0,0,99.63343376272474,48.55896996593978,72.93447940879963,2.2425889162055124,0.6379043406590679,9,0.5024656497627655,132.09571161720265,108.95393829379512
0,1,0,1,2,36.83095305068483,2.7536719869465487,96.68454997992853,36.04268271414861,97.83547870568566,14,0.014381235984152974,183.56614220016286,117.2972493595796
2,2,2,0,1,44.861063095454256,50.545511791044994,22.429348328504506,78.37382510752364,96.57472098197475,2,0.8029813013091038,89.40814153419542,124.38068562337466
1,0,2,2,1,72.2070938202737,96.40174071177023,66.30471918034225,56.61806912250709,39.5155297472305,5,0.9807938054145848,120.83727484177378,59.24498542852112
0,1,1,2,2,88.61957804650746,38.420671298580025,74.18963269587151,31.277798921035405,72.8370854339646,11,0.6059261954142473,98.64933187054498,66.7073775913824
2,2,1,2,2,59.304433418678414,3.8996012574911587,84.84253790905247,65.43420054927196,34.580609841042495,14,0.5037083870840707,192.8215875614527,87.97615746785993
0,2,1,1,1,39.15256981778293,3.095579091934353,42.262919701360914,23.20181803088107,67.1093157085976,5,0.8784158630449617,173.54683921296362,37.581971623227176
0,0,0,1,1,41.262184084862376,38.798675994686946,30.293090564042924,1.4381446072085025,80.54300430459791,12,0.9525167896845986,156.35022669895693,103.33698278534953
1,0,0,2,1,69.56181464968068,16.002493646319405,32.52951340230311,76.43533864364274,94.67562446922408,18,0.7545369159024605,138.1440479922663,148.0482040410909
2,0,2,0,1,0.32182636042786816,2.335209632818591,71.26213330985128,62.374308486400906,40.0212275849672,2,0.44545292973428785,173.08876839862222,73.2967573653603
2,1,0,1,1,61.95893374598407,75.62136139501769,81.6779466505636,76.23026245009599,78.32979829560477,7,0.5922213993314405,108.84005622853206,120.34169701096607
1,0,0,2,0,35.54930104413574,45.85230088818907,18.161396775660265,3.893801668766561,26.59284506321188,7,0.7009353650179992,117.13277826590928,90.00406986835296
1,2,0,2,2,79.41973312770843,28.924477197265453,37.09410081577652,83.71196278306522,99.03323037936484,19,0.19427357100180143,159.50025816212923,45.33742132324593
2,2,1,1,0,9.299063982313216,90.00831830164807,90.19401967491501,61.95262000363033,2.5769598764351143,14,0.44720103221643803,103.66321449405714,99.86849385631035
2,0,1,1,1,58.82022669483905,11.613896020052561,80.66935196947392,56.33953507126401,60.3528806501121,3,0.829821264717285,59.58514130725607,65.9849122132878
1,0,2,1,1,48.09728898861238,95.59188289553192,98.48584027624759,62.46140481145316,65.95059816513272,18,0.654725348498443,61.15019133291072,34.12838501441499
0,2,0,0,1,64.23255259052274,31.396671737735282,75.42482596820807,86.4433246868364,68.80455570741289,2,0.4112040672118541,67.30442019585558,106.19156761412926
0,1,0,0,0,6.485359448296835,88.84036723086813,39.319520102792225,58.69365065589071,12.038757878908902,12,0.6633625340146814,180.45219850154942,133.0718819189673
1,0,2,2,0,57.99837874281313,60.294287647946156,59.06378339946377,58.095037988817936,93.85297834731304,7,0.11822241207245987,120.83396386343065,71.3723720279849
0,0,0,1,1,56.14845879595237,82.67073597414874,66.10142542473203,99.06791570657658,18.11832790500828,15,0.4014976105648763,156.93235540171048,76.83546566553247
1,2,0,0,0,56.06600944161709,98.40131632104642,7.845581631712395,75.6730167068568,62.27534032398411,12,0.7931285379630564,108.936400340734,136.92260195606536
0,0,1,1,0,60.34876665964548,28.840543781874572,54.44969591038651,44.22938054511353,22.267607912308495,2,0.220508787136648,88.80664211234517,127.63305760408271
0,1,2,2,1,67.64679372263622,96.1135485407593,70.93208284726096,70.73970000329277,30.72164170212709,15,0.1859615075574177,102.0788251343318,115.79433882621326
2,2,2,0,0,80.49889996807697,38.94818949024204,16.732130400106037,38.92304716917885,54.645854172812435,8,0.9508186599164314,169.12735179757755,59.85564765037775
2,0,2,0,2,26.982072012821433,38.55119047369223,78.06317174255571,22.8875462483499,41.719341856457646,13,0.2098976295862307,143.78241875471574,139.22599859599734
0,2,2,0,2,82.5049410180062,34.03871042545057,58.37727805141116,59.68518768877594,16.02256009765063,12,0.26091857965016807,190.6459669936853,48.52989090470556
0,0,1,2,2,49.82556822634536,54.14076073475852,95.22217856975946,92.81820981139515,17.093640242084827,6,0.969615938904338,151.9557167865251,105.21246233006661
2,0,1,1,2,7.705827913433117,15.41450431784871,4.24222982068917,92.91395200154628,41.814478816279966,14,0.7347085702650257,135.5272447632041,33.456141665582244
2,0,0,0,1,5.85509292439792,55.37114853580112,26.5326137555467,34.19052781054903,75.72829782755008,6,0.6995965330235282,141.52940134787517,107.2463767589935
2,1,0,2,1,33.42383186960608,54.1704812410004,60.15538792998241,52.7677466221695,89.79646468477885,5,0.8529263838545813,191.35571592026218,63.25732222480318
1,1,0,1,1,78.48969771114676,76.190181260487,29.65599122059307,21.16358985698612,8.412766225938284,1,0.11582308223679427,168.2301394800059,83.96123726204641
0,2,0,2,2,70.76809347409157,83.36499619375856,71.44241640712423,99.56311094988834,39.310390755940105,8,0.7059562365800072,53.606185604965674,71.43174624684637
2,0,1,1,2,78.86149646724064,44.044135031242405,75.9005282521931,98.11179078679358,10.024556372287662,16,0.5036886093282389,130.12095442035456,50.730810749545185
0,0,2,2,0,51.72690564416094,30.233324935149376,10.251596406647446,64.95089297074473,1.6592480632597884,4,0.8291506402841399,153.2507617319847,104.6376948112649
1,1,1,1,0,44.01989979554906,25.933489731709447,51.38544642067677,80.44140596774734,66.17186826439566,11,0.5081417186651943,162.30477176587326,135.8370666168729
1,0,0,0,2,14.745252670628394,19.462383670487192,50.889055559105586,71.51001612837,60.24494419665878,0,0.6202413542689121,81.9713178970905,145.0901090738884
2,1,1,1,2,32.81927536093116,5.764758219902488,36.92807702155411,59.31582190394682,16.301911381488623,9,0.47774212639953595,180.07660316770284,53.08156357846981
1,0,2,2,2,43.40193661738753,34.244797883471335,93.29248625696721,5.3347996988897695,23.38128330930641,10,0.4781589235558441,193.37647207627455,116.08473288755681
0,2,2,2,2,8.860042967961723,27.024769213078326,82.75063198732212,45.476434255266106,2.370775364451838,15,0.7679699780618315,85.50729587673047,109.72072399268187
2,0,1,1,0,22.061195271121125,96.64173858664074,69.72093819096368,67.47863021674105,83.49472056944037,13,0.6285664006472832,182.39231862758686,71.2053347489487
0,0,1,0,2,59.82252940637388,55.77088262500439,71.43266357349975,67.75316138836847,97.46905960485515,7,0.6332632016094104,64.54681437741431,32.2919039224471
0,1,1,0,0,73.56631142391899,34.72770390305075,46.17161438131191,37.31226184223836,13.545953679469081,16,0.4502824838315258,58.35602541728678,112.77494967754393
1,0,0,1,2,99.83475113929497,58.0467600993696,92.09945210965759,94.16919866580305,23.147521376529813,17,0.5311094963375276,69.3835700154124,143.45938326714003
1,0,1,1,2,93.31133313435576,13.91967013456955,69.45954272532853,16.7357032236781,86.8409523946934,11,0.7457176662047873,58.6611619200554,105.85441462987816
1,1,1,2,2,64.25651995351916,44.40437492022029,72.89810616558164,50.03594462155606,92.64637979561849,16,0.8259409191119182,176.75183557336638,82.2351269025161
1,2,1,0,0,42.1248053294072,62.62343214210638,86.16909037873452,69.08839765508228,41.96273828068103,13,0.6965614021440462,58.857521668740794,93.0184672933954
1,2,2,1,0,63.617736470823274,48.889783179245136,27.4071589342191,69.71358058918092,5.062247226907413,15,0.9240729888456831,90.74962870454831,53.955456919190105
2,1,2,0,1,78.56516180802319,40.177880065432426,80.7070903866703,64.86389567688155,3.93918336928194,13,0.8203240881472009,65.56345153037846,120.06529965044851
0,1,0,1,2,11.833619092338733,99.38483888996981,19.524060295649203,27.528821345186017,57.39498660690104,8,0.5618637898095185,94.31330544706475,119.57037960118188
0,1,0,1,1,40.99048896962883,88.0314762148927,34.53419522448878,15.620656868662197,39.2895108893179,3,0.6714060726437369,63.583920140138076,47.46207604649099
0,1,2,0,1,83.98022856356172,62.34059581594401,33.56104542698427,63.594032682671084,2.8652427577654516,10,0.926308276921196,150.2004876114521,135.35740589995908
0,1,2,1,0,38.3832951933044,56.93773611822828,97.85254683891405,59.930211613943776,58.32523923125568,5,0.6191680442430584,69.99902245138628,62.30276873679663
1,2,2,1,0,57.18722712271865,62.06604798245841,85.65372237479268,17.935601028924097,1.1302536589022472,14,0.8248069479798307,177.77688887583318,147.8707273123938
0,2,1,2,1,58.77693608621982,20.131210782243325,70.11698615902597,70.51391455705634,78.73719581492729,4,0.6888105035899871,172.57865760899614,75.94836168446949
2,1,1,1,2,18.447625313363936,39.51377432643186,72.70567616153902,45.51719917336564,30.643282270337156,10,0.5519363610604665,52.04925282059141,51.34608704813996
2,0,2,1,0,36.22354416522884,3.945953289089932,56.20727944025711,66.7760591603153,4.02580030092321,17,0.24183819541535312,184.3589533272672,72.20641336147827
0,1,1,1,2,33.451128874193216,47.554603748682666,94.70906671085191,83.73670797701507,58.835222098315334,12,0.4259975194684281,54.34164751150506,82.82163944366317
0,0,1,2,2,2.6196708532064794,54.302458395766315,49.62587528823615,16.972842857692317,39.76844144330547,10,0.9677428248337157,85.94686774363349,38.31693276459538
2,1,0,0,1,2.4191763891355245,22.77497361032096,38.05177098698945,1.9144867996836679,97.38004133571495,13,0.6577653832726,54.85837066639926,99.38620574679474
2,1,2,2,1,83.16970436757735,96.40288471655137,16.3035336931591,77.91025863957867,54.41986625037022,17,0.5643953803389896,100.3765230558974,101.71589278426805
1,2,2,2,1,27.30708099728124,90.9454610937242,78.6205652261058,60.96974251526159,27.52391810370083,18,0.9329566255282273,127.07997885699075,118.67165464193667
2,0,1,0,1,51.80787662388154,72.21432354559059,73.44439320755914,69.96395696221217,70.94388646339748,14,0.5865117810374487,169.49673035227073,33.5003870748892
1,0,2,2,0,29.872557358877305,53.33866287653626,38.43550385241349,83.81549749886426,27.149200254271133,8,0.526082518417403,100.69723257047542,94.94858573205961
1,2,0,0,0,94.06792451153404,86.99691596476849,2.519341395922936,80.28109348245005,90.42432914075651,7,0.7593108551502052,155.8235037009675,36.34889199247973
1,2,0,2,1,25.929675886577375,13.065234382346292,83.89973277180107,96.09201469288247,37.47219705073764,19,0.7126656189865445,78.12566856784704,114.13730639599841
1,2,0,0,0,42.96568127389351,79.0509794274885,1.1417983454073632,53.59350788521182,54.98685627762052,0,0.19316000840843273,162.58976851161896,36.68735828411813
1,2,2,1,1,87.27302504846018,12.48208139668483,70.3699779629051,48.84956326599054,5.0573103824228856,3,0.47130827457412117,85.39949088638564,139.40734180099594
0,0,2,2,2,84.19335667918087,79.42106625494054,97.02571097260571,40.18871998907301,42.61212379522308,13,0.47251544281958524,71.53171339156519,114.2499080261396
2,0,2,2,2,18.610141784627732,27.576756825135696,43.766132814820345,15.369104284420454,83.2363539660995,1,0.37822451524334477,77.81132755610815,90.88677181021885
1,1,2,2,2,80.26433097957104,87.7090581018189,23.497340499595275,57.26072328820224,80.56488053633419,15,0.5172934821522531,77.30946933227831,82.98047079374099
2,1,2,2,1,45.81868867378927,94.40420938253979,70.48710100433817,27.70125243259788,22.431855885352626,2,0.4131073977271442,126.92943190654867,45.680715649591484
2,2,0,1,2,48.29688720853552,14.879596940511563,81.71281420155852,92.13075122129754,22.60790710105627,7,0.19934548947118313,176.71963717822192,64.91992674775958
1,2,1,2,0,13.347997241594378,46.267560506539354,54.64303160778473,58.31908042770976,81.73053122132367,5,0.41236648727468106,61.94076154887584,134.27509260250756
0,2,0,1,2,8.060151375712465,98.09873781626851,96.70352752561462,59.284018050811014,93.03984201693255,15,0.0722769475731766,156.0434477740134,138.53433738749925
1,1,2,1,2,72.79393069737652,48.34074359731466,5.166872165796111,35.492466087701004,9.536092127300355,15,0.5757858627744116,148.15196894792865,30.089725004463727
0,1,0,1,2,49.646115235529976,86.35475225145451,50.479559830452814,5.198935197770749,45.005863942622526,6,0.8536545489411119,180.87799277440436,101.29636697730615
2,1,2,1,0,43.68507026151796,58.87315221313199,71.845394732255,3.174376537298862,33.745427896422896,12,0.7252870843545552,86.62213407603608,116.31607308301363
0,1,2,0,1,72.95082286523967,37.53299079196019,86.2640471149179,42.33351441531975,87.06884554574394,12,0.36039404005411124,117.51647880275445,104.24963789491275
0,1,0,0,0,76.55128989911097,28.57835555258702,17.925561190779003,8.456537809723786,8.352491468001876,4,0.08707120557730819,188.8741061665276,39.80157178396247
0,1,2,2,1,15.890816766935355,20.322309108608728,80.00034817636814,60.68469555401391,21.112594255803742,19,0.20214939922527075,148.99901752029757,56.126987855868265
2,1,1,0,1,61.02251494776413,76.17981913776973,55.27070757185453,88.09730056396575,75.24683375864943,17,0.5454903404948357,108.31526192923954,60.040832085766326
2,2,2,0,2,13.535408227768553,38.65405068230279,39.65536819899632,88.29148165187222,5.129384898121558,14,0.20705708338303286,69.71185742829027,129.80695575661076
0,2,1,2,1,75.13750860290457,51.12754622007512,13.171502857909356,65.90454101322324,49.25353807142893,17,0.5439731112849675,89.37275118508865,85.58393235707045
0,2,1,2,0,65.69551562671396,49.23254800011819,86.52957589089124,21.1231831472931,44.210703467972,1,0.23159902476389893,137.1823216234075,88.41938543294842
1,2,2,2,0,95.6614621083458,57.727902923313124,15.727320817971535,86.29968313588721,33.44011789887487,9,0.8489238694760728,157.72519213407708,142.18716558654103
0,1,0,0,1,6.895801635642118,86.55771456245522,30.978785920909925,88.60934353132082,39.457231531892376,12,0.3972714728404597,68.66328302778402,106.45030666256586
1,0,1,0,2,5.705472115125431,98.07393435834294,29.004553196243688,19.66535849529587,52.99405869302329,17,0.24555062594449106,139.93958900660812,137.84012418631966
0,1,0,2,2,28.218707469320016,40.758420857381694,87.14140341908544,73.74260857706773,16.136735838838312,14,0.8123261802470616,132.55269182581264,84.78106264098395
1,0,1,1,0,26.170568373590598,82.7518922106303,67.2702994208898,28.651954892712293,57.19958782835928,11,0.34283896480545073,127.0933170036062,47.932351022195306
2,2,2,2,2,24.697879907199983,76.45277946547176,79.66813971913723,80.26403123529296,80.54323292999864,14,0.11148768783878193,153.51846765230118,141.5922712888903
0,1,2,1,1,90.62545805210367,57.352895145557326,25.046789879249896,99.72378999036027,76.01609297901591,12,0.5704094914036416,175.61743926251927,85.04461388010459
0,2,1,1,1,24.95461998495061,95.60471436119332,62.48740996069989,3.0026005329392813,15.389990469377368,17,0.5815642044379887,98.44845247653026,51.79577062545862
0,1,2,2,0,27.1949726128631,20.04745155284028,57.17459831437487,89.73658657909318,14.92494697414739,14,0.7146956752357342,183.3518285166439,66.28748883647067
0,2,1,2,1,75.93982624179637,10.92642103096214,83.28303767882711,62.26305335986581,26.817436774491334,10,0.24021943320838557,74.0950418927826,36.09631076267307
1,0,2,2,0,44.973984245054,85.39619669554222,90.60870604812605,97.33826191648211,36.10747263410372,18,0.4437713390922451,75.95358046267465,86.19607097476622
0,0,0,0,1,77.67105569551812,43.91498166337483,1.2156771477386807,46.50095175264276,40.84555814084826,2,0.28236791904265623,90.01580954358859,132.3753806292284
2,0,2,1,0,6.536615756438524,84.69688542070605,67.40199190587927,84.73879305713737,67.96972168333453,6,0.08095373611568812,67.92963043206167,142.02965472080274
2,1,0,0,2,48.75711936733843,89.30902051954149,5.1835799119729025,6.239406859827723,5.66804321658354,13,0.8766138270158916,84.54788370243163,141.91226490043726
0,0,2,0,1,3.3613600183282633,6.245759361907144,54.88586650773559,33.527905007829574,3.4672704226066386,13,0.7288698044883412,65.96176443542669,45.027603075449605
2,1,0,2,1,6.265320345535452,88.34647629860606,28.76327290436782,6.701653775120997,39.191056294390904,12,0.3014630594588007,173.26286254780854,75.84646590132684
0,0,2,0,0,90.64374533444109,44.831905536942216,30.67765995221412,97.53431334790706,69.71636921379805,11,0.5993729928719863,70.84534878299368,33.387451158084765
0,0,0,2,0,13.924537111759516,51.04324890042322,35.29585034523566,81.69739072718367,19.343534295648258,8,0.20126378813447243,162.0946336339785,132.61984139657673
2,1,1,1,1,53.24206822752171,62.659251109321026,62.12924490496101,85.25474212459704,64.15044812562518,0,0.8902366217957709,57.18708018700006,73.05069144255285
0,1,1,2,0,41.10956026007065,92.63826067300867,33.40499656687692,93.79652314338942,25.982813794029948,18,0.1149063433619103,192.27804912708726,105.73404334706818
